0,1,2,3,4,5,6,7,8,9,10,11
143.94,157.4,143.94,143.94,143.94,143.94,0.007603883743286133,0.0073354244232177734,0.006819963455200195,0.006236076354980469,0.00591588020324707,0.006103992462158203
126.41,126.41,126.41,126.41,461.4,126.41,0.002084970474243164,0.0017080307006835938,0.0016279220581054688,0.0017659664154052734,0.001657724380493164,0.0016410350799560547
121.44,121.44,121.44,121.44,121.44,121.44,0.004624128341674805,0.004268646240234375,0.004052400588989258,0.004004955291748047,0.0041010379791259766,0.003628969192504883
69.64,69.64,69.64,69.64,69.64,69.64,0.005285978317260742,0.016866683959960938,0.00506591796875,0.00855708122253418,0.00426793098449707,0.004899024963378906
31.6,31.6,31.6,31.6,31.6,31.6,0.0019447803497314453,0.0018210411071777344,0.00173187255859375,0.0017862319946289062,0.001979827880859375,0.0018420219421386719
24.2,24.2,24.2,24.2,24.2,24.2,0.00209808349609375,0.0014500617980957031,0.0014328956604003906,0.0012691020965576172,0.0012497901916503906,0.0010869503021240234
59.63,59.63,59.63,59.63,59.63,59.63,0.002174854278564453,0.0017480850219726562,0.0017468929290771484,0.0009829998016357422,0.0016589164733886719,0.0017590522766113281
64.56,2030.24,64.56,64.56,2030.24,64.56,0.0021059513092041016,0.0027458667755126953,0.0015912055969238281,0.0012209415435791016,0.0020079612731933594,0.0018658638000488281
195.38,195.38,195.38,9206.44,195.38,195.38,0.00841832160949707,0.0075337886810302734,0.0073125362396240234,0.011670112609863281,0.006615161895751953,0.006601095199584961
67.92,67.92,67.92,67.92,67.92,67.92,0.003773927688598633,0.0036559104919433594,0.0034439563751220703,0.0031309127807617188,0.0030829906463623047,0.0030269622802734375
106.15,106.15,106.15,106.15,106.15,106.15,0.006248950958251953,0.0060651302337646484,0.0056459903717041016,0.005548238754272461,0.005557060241699219,0.00536656379699707
96.05,96.05,96.05,96.05,3738.9,96.05,0.005517005920410156,0.0052950382232666016,0.00516200065612793,0.004989147186279297,0.0053212642669677734,0.004884958267211914
107.68,3506.71,107.68,107.68,107.68,107.68,0.015146970748901367,0.0160982608795166,0.030245304107666016,0.024637937545776367,0.01799178123474121,0.023650407791137695
201.94,201.94,141.75,201.94,201.94,237.22,0.39803504943847656,0.2741267681121826,0.26010632514953613,0.28540873527526855,0.24871182441711426,0.1261451244354248
53.94,53.94,53.94,53.94,53.94,53.94,0.003087759017944336,0.0027000904083251953,0.0028076171875,0.002758026123046875,0.0026137828826904297,0.0028600692749023438
132.72,132.72,521.92,132.72,132.72,132.72,0.006736278533935547,0.006139039993286133,0.00878286361694336,0.0057528018951416016,0.005501747131347656,0.005146980285644531
64.2,64.2,64.2,64.2,64.2,64.2,0.006224393844604492,0.0054073333740234375,0.005390167236328125,0.005563974380493164,0.005171775817871094,0.005358695983886719
274.59,274.59,227.19,4912.33,227.19,177.59,0.017354965209960938,0.01623702049255371,0.01554727554321289,0.009638309478759766,0.01464986801147461,0.011855125427246094
50.94,50.94,50.94,50.94,50.94,50.94,0.003945827484130859,0.0037517547607421875,0.003566741943359375,0.0035071372985839844,0.0030040740966796875,0.0031321048736572266
76.51,76.51,76.51,76.51,76.51,76.51,0.005843162536621094,0.005512714385986328,0.005269289016723633,0.00520014762878418,0.005018949508666992,0.004871845245361328
50.94,50.94,50.94,50.94,50.94,50.94,0.003262042999267578,0.0031239986419677734,0.00273895263671875,0.00307464599609375,0.002810955047607422,0.0026597976684570312
207.82,259.21,259.21,259.21,259.21,259.21,0.01891922950744629,0.01667618751525879,0.016918420791625977,0.015055656433105469,0.017564773559570312,0.016228675842285156
3826.96,50.94,50.94,50.94,50.94,50.94,0.013868093490600586,0.003675699234008789,0.003503084182739258,0.0033354759216308594,0.0035076141357421875,0.003179788589477539
267.75,267.75,610.9,267.75,626.9,267.75,0.04810929298400879,0.0515289306640625,0.06196188926696777,0.13290929794311523,0.15666913986206055,0.13263344764709473
246.63,100.42,137.27,100.42,100.42,100.42,0.009834527969360352,0.004668474197387695,0.009366989135742188,0.003979921340942383,0.0035381317138671875,0.003515005111694336
14350.3,204.07,129.01,167.39,167.39,201.76,0.010127782821655273,0.011758804321289062,0.01206064224243164,0.011132001876831055,0.010374069213867188,0.013480186462402344
