0,1,2,3,4,5,6,7,8,9,10,11
135.07,135.07,135.07,135.07,135.07,135.07,0.05581212043762207,0.05268669128417969,0.05332517623901367,0.05131721496582031,0.050217390060424805,0.050086259841918945
171.93,145.68,7564.54,2982.79,145.68,145.68,0.029486656188964844,0.030475139617919922,0.019032716751098633,0.027628183364868164,0.03718972206115723,0.03549003601074219
2090.09,154.75,3387.37,4727.5,188.82,154.75,0.01207423210144043,0.03326225280761719,0.022914648056030273,0.018087387084960938,0.019345760345458984,0.0200958251953125
67.92,67.92,67.92,67.92,67.92,67.92,0.0035140514373779297,0.0030121803283691406,0.002992868423461914,0.002710103988647461,0.0026900768280029297,0.0026187896728515625
67.92,67.92,67.92,67.92,67.92,67.92,0.004041910171508789,0.003885984420776367,0.0033521652221679688,0.002991199493408203,0.0032622814178466797,0.00304412841796875
129.56,136.46,129.56,129.56,123.09,123.09,0.0852055549621582,0.0758514404296875,0.07503843307495117,0.0677187442779541,0.02758049964904785,0.02043294906616211
93.63,93.63,93.63,93.63,93.63,93.63,0.006399631500244141,0.006090879440307617,0.005926847457885742,0.0056645870208740234,0.005159139633178711,0.005436897277832031
79.61,79.61,79.61,79.61,79.61,79.61,0.0060977935791015625,0.005528926849365234,0.005486011505126953,0.0051500797271728516,0.005049228668212891,0.00491786003112793
58.38,58.38,58.38,58.38,58.38,58.38,0.006266117095947266,0.005939006805419922,0.005865812301635742,0.005190372467041016,0.0053365230560302734,0.005064725875854492
135.27,135.27,135.27,135.27,135.27,135.27,0.009713172912597656,0.009004354476928711,0.008665323257446289,0.008421897888183594,0.008362054824829102,0.008150577545166016
67.92,67.92,67.92,67.92,67.92,67.92,0.004879951477050781,0.004015922546386719,0.004160165786743164,0.0044438838958740234,0.004143953323364258,0.0035240650177001953
997.42,200.18,200.18,264.7,206.28,203.22,0.03512883186340332,0.04011726379394531,0.03846859931945801,0.0339045524597168,0.037043094635009766,0.03796195983886719
249.59,93.37,93.37,93.37,2272.43,93.37,0.02798604965209961,0.02182769775390625,0.019772052764892578,0.019295692443847656,0.020720481872558594,0.01915597915649414
74.79,74.79,74.79,74.79,74.79,74.79,0.013772010803222656,0.013759374618530273,0.01325535774230957,0.013292789459228516,0.012749910354614258,0.012461662292480469
195.57,95.36,95.36,95.36,95.36,95.36,0.016462087631225586,0.015158653259277344,0.014407873153686523,0.013914108276367188,0.013468027114868164,0.013432979583740234
79.06,79.06,79.06,79.06,79.06,79.06,0.015855073928833008,0.014035940170288086,0.013007164001464844,0.01200103759765625,0.011407852172851562,0.010675907135009766
97.51,97.51,97.51,212.07,97.51,97.51,0.0018889904022216797,0.0010371208190917969,0.0013427734375,0.001837015151977539,0.0017480850219726562,0.0008280277252197266
