0,1,2,3,4,5,6,7,8,9,10,11
84.02,84.02,84.02,84.02,84.02,61.21,0.008714914321899414,0.006118059158325195,0.006973743438720703,0.0056760311126708984,0.00589299201965332,0.007054805755615234
107.44,107.44,107.44,107.44,107.44,107.44,0.0054891109466552734,0.004940986633300781,0.004380941390991211,0.004551887512207031,0.004256010055541992,0.0039751529693603516
53.72,53.72,53.72,53.72,53.72,53.72,0.004273176193237305,0.004578113555908203,0.004051923751831055,0.004064083099365234,0.003554105758666992,0.0042459964752197266
106.91,106.91,106.91,106.91,106.91,106.91,0.010193824768066406,0.008291006088256836,0.008432149887084961,0.007870912551879883,0.007513999938964844,0.0069081783294677734
48.35,48.35,48.35,48.35,48.35,48.35,0.005339145660400391,0.004679203033447266,0.006074190139770508,0.005021095275878906,0.004199028015136719,0.005115985870361328
240.85,234.78,234.78,240.85,240.85,168.16,0.017989158630371094,0.01853036880493164,0.02068781852722168,0.01617431640625,0.0167388916015625,0.019433259963989258
136.82,57.64,57.64,57.64,57.64,57.64,0.010051727294921875,0.010334968566894531,0.0069446563720703125,0.006598949432373047,0.00663304328918457,0.006526470184326172
38.02,38.02,38.02,38.02,38.02,38.02,0.003410816192626953,0.003036022186279297,0.0028548240661621094,0.0033860206604003906,0.003268003463745117,0.00333404541015625
59.01,59.01,59.01,59.01,59.01,59.01,0.004955768585205078,0.004313230514526367,0.004146099090576172,0.004313945770263672,0.004004240036010742,0.003957986831665039
53.72,53.72,53.72,53.72,53.72,53.72,0.004834890365600586,0.00432896614074707,0.0044307708740234375,0.003743886947631836,0.003609895706176758,0.003671884536743164
193.91,193.91,193.91,193.91,193.91,193.91,0.009317159652709961,0.00878286361694336,0.008129119873046875,0.008076906204223633,0.0069751739501953125,0.006740093231201172
70.88,70.88,70.88,70.88,67.87,70.88,0.00738215446472168,0.006854057312011719,0.006973981857299805,0.006323337554931641,0.007871866226196289,0.006260871887207031
157.2,129.21,110.23,157.2,129.21,129.21,0.014451265335083008,0.015295982360839844,0.0147857666015625,0.012037515640258789,0.014165639877319336,0.01417088508605957
46.25,46.25,46.25,46.25,46.25,46.25,0.008287906646728516,0.008219718933105469,0.007152080535888672,0.00549006462097168,0.006493806838989258,0.0070879459381103516
265.73,265.73,265.73,265.73,265.73,265.73,0.02796316146850586,0.023492097854614258,0.0218503475189209,0.020931243896484375,0.019291162490844727,0.019160032272338867
43.36,43.36,43.36,43.36,43.36,43.36,0.008880138397216797,0.007055997848510742,0.006346940994262695,0.00607609748840332,0.007332801818847656,0.004964113235473633
109.7,109.7,109.7,109.7,109.7,109.7,0.014574050903320312,0.014091014862060547,0.011723041534423828,0.010812997817993164,0.01075887680053711,0.009605169296264648
54.85,54.85,54.85,54.85,54.85,54.85,0.00595402717590332,0.006631135940551758,0.006822824478149414,0.006628751754760742,0.007364034652709961,0.0040056705474853516
75.22,75.22,75.22,75.22,75.22,75.22,0.013506889343261719,0.01184391975402832,0.011115074157714844,0.010844945907592773,0.010365009307861328,0.010242938995361328
60.84,2646.76,60.84,60.84,60.84,60.84,0.004274845123291016,0.006468772888183594,0.0049419403076171875,0.005869865417480469,0.004998922348022461,0.00528717041015625
191.19,191.19,3699.11,191.19,191.19,191.19,0.016815900802612305,0.015095710754394531,0.019687652587890625,0.012802362442016602,0.011885404586791992,0.011875152587890625
70.01,70.01,70.01,70.01,70.01,70.01,0.010277032852172852,0.010130882263183594,0.010493993759155273,0.009027957916259766,0.007824897766113281,0.008917093276977539
98.45,98.45,98.45,98.45,98.45,98.45,0.009446144104003906,0.009007930755615234,0.00803995132446289,0.007983922958374023,0.007523059844970703,0.007158041000366211
74.44,74.44,74.44,74.44,74.44,74.44,0.011462926864624023,0.01102900505065918,0.011188983917236328,0.010345220565795898,0.00618433952331543,0.008459091186523438
180.66,180.66,4551.28,180.66,180.66,180.66,0.017268896102905273,0.014555215835571289,0.01292276382446289,0.011406183242797852,0.010563850402832031,0.010554075241088867
398.35,344.96,344.96,862.28,398.35,687.95,0.046251773834228516,0.035370588302612305,0.034589529037475586,0.04198431968688965,0.04069781303405762,0.054308414459228516
54.3,54.3,54.3,54.3,54.3,54.3,0.00906991958618164,0.008574962615966797,0.007559776306152344,0.006963968276977539,0.006334066390991211,0.006721019744873047
88.65,155.59,88.65,88.65,88.65,96.64,0.013055801391601562,0.01722121238708496,0.010551929473876953,0.0103302001953125,0.010244131088256836,0.010500192642211914
60.16,60.16,60.16,60.16,60.16,60.16,0.010177135467529297,0.009501934051513672,0.0089569091796875,0.00958704948425293,0.009053945541381836,0.008610248565673828
707.44,500.88,486.14,486.14,673.73,581.28,0.8596384525299072,0.3627464771270752,14.340819597244263,1.0695490837097168,3.1288490295410156,0.041945457458496094
27.69,27.69,27.69,3882.31,27.69,27.69,0.0011949539184570312,0.0011000633239746094,0.001058816909790039,0.0010330677032470703,0.0011920928955078125,0.0012090206146240234
59.29,59.29,59.29,59.29,59.29,59.29,0.0015420913696289062,0.001280069351196289,0.0013709068298339844,0.0011909008026123047,0.0011749267578125,0.0011241436004638672
34.4,34.4,34.4,34.4,34.4,34.4,0.001291036605834961,0.0012822151184082031,0.0012199878692626953,0.0013129711151123047,0.0011277198791503906,0.0010941028594970703
133.71,133.71,133.71,133.71,133.71,133.71,0.001232147216796875,0.0011129379272460938,0.0011839866638183594,0.0011839866638183594,0.0010101795196533203,0.0011279582977294922
34.55,34.55,53.5,34.55,34.55,34.55,0.0008919239044189453,0.0008981227874755859,0.0009119510650634766,0.000885009765625,0.0008459091186523438,0.0008549690246582031
