0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
123.05,123.05,123.05,123.05,123.05,35.44,53.43,53.43,53.43,53.43,47.48,53.43,18.42,18.42,18.42,18.42,109.38,32.28,294.91,294.91,294.91,294.91,294.91,294.91,0.0007531642913818359,0.0010013580322265625,0.00010395050048828125,0.0005710124969482422,4.100799560546875e-05,0.015496015548706055
214.79,214.79,214.79,214.79,214.79,255.2,75.32,75.32,75.32,75.32,46.7,106.8,61.01,61.01,61.01,61.01,182.0,61.01,208.31,208.31,208.31,208.31,208.31,148.07,0.001316070556640625,0.0017590522766113281,0.0003905296325683594,0.0011587142944335938,0.0002377033233642578,0.029670000076293945
149.27,149.27,149.27,149.27,172.84,205.91,83.73,83.73,83.73,83.73,83.73,83.73,80.89,80.89,80.89,80.89,80.89,80.89,170.35,170.35,170.35,170.35,170.35,170.35,0.0018761157989501953,0.002584218978881836,0.00043272972106933594,0.0014221668243408203,0.00020432472229003906,0.03453493118286133
95.34,95.34,95.34,95.34,229.11,102.92,87.3,87.3,87.3,87.3,178.1,87.3,48.42,48.42,48.42,48.42,97.27,48.42,1053.76,1053.76,1053.76,1053.76,1053.76,128.64,0.00061798095703125,0.0008466243743896484,0.00012803077697753906,0.0004780292510986328,0.00011682510375976562,0.03766298294067383
88.26,88.26,88.26,88.26,88.26,88.26,117.16,117.16,117.16,117.16,117.16,117.16,80.89,80.89,80.89,80.89,80.89,80.89,94.33,94.33,94.33,94.33,94.33,94.33,0.0002579689025878906,0.0003581047058105469,3.0994415283203125e-05,0.00016689300537109375,3.981590270996094e-05,0.009912967681884766
91.0,91.0,91.0,91.0,91.0,91.0,138.25,138.25,138.25,138.25,138.25,26.36,25.62,25.62,25.62,25.62,91.0,91.0,37.67,37.67,37.67,37.67,37.67,37.67,0.00021696090698242188,0.00029587745666503906,3.123283386230469e-05,0.00011587142944335938,5.030632019042969e-05,0.009847879409790039
91.0,91.0,91.0,91.0,91.0,91.0,132.6,132.6,132.6,132.6,132.6,132.6,91.0,91.0,91.0,91.0,91.0,91.0,70.2,70.2,70.2,70.2,70.2,70.2,0.0003921985626220703,0.0005979537963867188,3.123283386230469e-05,0.00018286705017089844,4.124641418457031e-05,0.010668039321899414
91.0,91.0,91.0,91.0,91.0,91.0,94.7,94.7,94.7,94.7,94.7,94.7,91.0,91.0,91.0,91.0,91.0,91.0,1299.98,1299.98,1299.98,1299.98,1299.98,1299.98,0.0004420280456542969,0.0005977153778076172,3.1948089599609375e-05,0.0002560615539550781,4.1961669921875e-05,0.013099908828735352
84.17,84.17,84.17,84.17,78.75,121.19,44.22,44.22,44.22,44.22,54.96,44.22,32.28,32.28,32.28,32.28,45.76,32.28,257.94,257.94,257.94,257.94,257.94,257.94,0.0009322166442871094,0.001203775405883789,0.0002422332763671875,0.0007188320159912109,0.0001842975616455078,0.07773518562316895
131.56,131.56,131.56,131.56,131.56,131.56,27.27,27.27,27.27,27.27,201.39,27.27,80.89,80.89,80.89,80.89,80.89,25.62,712.23,712.23,712.23,712.23,712.23,35.46,0.0015208721160888672,0.0020568370819091797,0.000499725341796875,0.0014481544494628906,0.0002751350402832031,0.07754683494567871
49.08,49.08,49.08,49.08,49.08,49.08,82.1,82.1,82.1,82.1,82.1,82.1,31.92,31.92,31.92,31.92,31.92,31.92,428.38,428.38,428.38,428.38,428.38,428.38,5.1021575927734375e-05,7.390975952148438e-05,1.5974044799804688e-05,3.0994415283203125e-05,2.3126602172851562e-05,0.0023500919342041016
50.07,50.07,50.07,50.07,50.07,50.07,78.29,78.29,78.29,78.29,78.29,78.29,47.87,47.87,47.87,47.87,47.87,79.12,4739.54,4739.54,4739.54,4739.54,4739.54,2050.03,3.910064697265625e-05,5.2928924560546875e-05,1.5974044799804688e-05,2.6226043701171875e-05,3.600120544433594e-05,0.0018689632415771484
99.3,99.3,99.3,99.3,194.74,99.3,101.01,101.01,101.01,101.01,221.43,101.01,50.9,50.9,50.9,50.9,50.9,50.9,449.74,449.74,449.74,449.74,449.74,449.74,0.0001227855682373047,0.0001690387725830078,3.790855407714844e-05,0.00012111663818359375,6.890296936035156e-05,0.0044438838958740234
198.03,198.03,198.03,198.03,284.33,520.2,101.61,101.61,101.61,101.61,101.61,62.73,47.87,47.87,47.87,47.87,47.87,48.71,99.69,99.69,99.69,99.69,99.69,99.69,0.0004620552062988281,0.000629425048828125,0.0002110004425048828,0.0005440711975097656,0.00028896331787109375,0.008288145065307617
46.89,46.89,46.89,46.89,46.89,46.89,63.13,63.13,63.13,63.13,63.13,63.13,42.55,42.55,42.55,42.55,42.55,42.55,142.89,142.89,142.89,142.89,142.89,142.89,3.814697265625e-05,4.792213439941406e-05,1.621246337890625e-05,2.7179718017578125e-05,2.2172927856445312e-05,0.0022499561309814453
42.55,42.55,42.55,42.55,42.55,42.55,50.75,50.75,50.75,50.75,50.75,50.75,42.55,42.55,42.55,42.55,42.55,42.55,392.15,392.15,392.15,392.15,392.15,50.64,3.790855407714844e-05,4.887580871582031e-05,1.4781951904296875e-05,2.7179718017578125e-05,2.09808349609375e-05,0.0019497871398925781
210.12,210.12,210.12,210.12,210.12,204.66,116.69,116.69,116.69,116.69,116.69,116.69,38.88,38.88,38.88,38.88,95.75,95.75,368.01,368.01,368.01,368.01,368.01,368.01,0.0003819465637207031,0.0005450248718261719,0.0001628398895263672,0.00044345855712890625,0.0002429485321044922,0.02340078353881836
106.1,106.1,106.1,106.1,106.1,102.23,55.26,55.26,55.26,55.26,55.26,55.26,47.87,47.87,47.87,47.87,47.87,47.87,92.91,92.91,92.91,92.91,92.91,92.91,0.00014281272888183594,0.00019812583923339844,4.8160552978515625e-05,0.00011014938354492188,7.295608520507812e-05,0.006953239440917969
131.43,131.43,131.43,131.43,175.47,64.09,48.83,48.83,48.83,48.83,48.83,48.83,37.24,37.24,37.24,37.24,84.28,37.24,943.38,943.38,943.38,943.38,943.38,97.02,0.0001468658447265625,0.0002079010009765625,3.814697265625e-05,0.0001392364501953125,4.696846008300781e-05,0.004132747650146484
84.28,84.28,84.28,84.28,84.28,84.28,113.37,113.37,113.37,113.37,113.37,113.37,84.28,84.28,84.28,84.28,84.28,84.28,8344.1,8344.1,8344.1,8344.1,8344.1,295.25,3.695487976074219e-05,4.9114227294921875e-05,1.2159347534179688e-05,2.09808349609375e-05,1.5974044799804688e-05,0.0016901493072509766
94.82,94.82,94.82,94.82,94.82,94.82,44.65,44.65,44.65,44.65,229.44,44.65,33.22,33.22,33.22,33.22,94.82,33.22,308.49,308.49,308.49,308.49,308.49,308.49,5.2928924560546875e-05,7.700920104980469e-05,2.3126602172851562e-05,4.100799560546875e-05,1.5974044799804688e-05,0.0015611648559570312
153.6,153.6,153.6,153.6,153.6,153.6,89.42,89.42,89.42,89.42,58.77,89.42,84.28,84.28,84.28,84.28,84.28,84.28,560.79,560.79,560.79,560.79,560.79,560.79,8.487701416015625e-05,0.00011610984802246094,2.9802322387695312e-05,5.269050598144531e-05,4.315376281738281e-05,0.008021116256713867
36.88,36.88,36.88,36.88,36.88,36.88,41.25,41.25,41.25,41.25,41.25,41.25,26.64,26.64,26.64,26.64,26.64,26.64,2636.88,2636.88,2636.88,2636.88,2636.88,2636.88,2.8848648071289062e-05,3.409385681152344e-05,1.6689300537109375e-05,2.6226043701171875e-05,1.8835067749023438e-05,0.0019180774688720703
41.8,41.8,41.8,41.8,41.8,41.8,89.21,89.21,89.21,89.21,89.21,89.21,17.76,17.76,17.76,17.76,17.76,17.76,1757.92,1757.92,1757.92,1757.92,1757.92,199.63,3.790855407714844e-05,4.601478576660156e-05,1.5020370483398438e-05,2.5033950805664062e-05,1.9311904907226562e-05,0.0020322799682617188
20.98,20.98,20.98,20.98,20.98,20.98,105.31,105.31,105.31,105.31,105.31,105.31,17.76,17.76,17.76,17.76,17.76,17.76,1757.92,1757.92,1757.92,1757.92,1757.92,1757.92,2.288818359375e-05,2.47955322265625e-05,1.4781951904296875e-05,2.288818359375e-05,1.8835067749023438e-05,0.0028171539306640625
26.64,26.64,26.64,26.64,26.64,26.64,74.78,74.78,74.78,74.78,74.78,74.78,26.64,26.64,26.64,26.64,26.64,26.64,386.57,386.57,386.57,386.57,386.57,2636.88,4.1961669921875e-05,3.504753112792969e-05,1.6927719116210938e-05,2.47955322265625e-05,1.9073486328125e-05,0.002095937728881836
17.76,17.76,17.76,17.76,17.76,17.76,41.37,41.37,41.37,41.37,41.37,41.37,17.76,17.76,17.76,17.76,17.76,17.76,381.32,381.32,381.32,381.32,381.32,42.19,2.3126602172851562e-05,2.6226043701171875e-05,1.3828277587890625e-05,2.4080276489257812e-05,1.9788742065429688e-05,0.0016868114471435547
81.69,81.69,81.69,81.69,81.69,81.69,71.85,71.85,71.85,71.85,71.85,51.44,30.15,30.15,30.15,30.15,68.89,40.05,2984.49,2984.49,2984.49,2984.49,2984.49,2984.49,0.0001919269561767578,0.00025391578674316406,8.273124694824219e-05,0.00015997886657714844,6.532669067382812e-05,0.0058689117431640625
121.48,121.48,121.48,121.48,121.48,121.48,159.31,159.31,159.31,159.31,159.31,159.31,93.14,93.14,93.14,93.14,93.14,93.14,550.19,550.19,550.19,550.19,550.19,550.19,0.00020885467529296875,0.000308990478515625,1.71661376953125e-05,0.00010418891906738281,2.288818359375e-05,0.004052877426147461
234.3,234.3,234.3,234.3,429.49,4440.53,166.72,166.72,166.72,166.72,166.72,166.72,45.59,45.59,45.59,45.59,137.79,137.79,351.75,351.75,351.75,351.75,351.75,351.75,0.0005605220794677734,0.0007319450378417969,0.0001480579376220703,0.0004019737243652344,0.00011491775512695312,0.006094217300415039
161.0,161.0,161.0,161.0,316.53,161.0,30.73,30.73,30.73,30.73,30.73,30.73,27.0,27.0,27.0,27.0,27.0,27.0,170.34,170.34,170.34,170.34,170.34,170.34,0.0002579689025878906,0.0003509521484375,9.131431579589844e-05,0.00024437904357910156,0.00010514259338378906,0.00783681869506836
107.98,107.98,107.98,107.98,107.98,107.98,40.65,40.65,40.65,40.65,178.46,40.65,37.88,37.88,37.88,37.88,107.98,107.98,474.43,474.43,474.43,474.43,474.43,474.43,0.00013589859008789062,0.00018978118896484375,3.981590270996094e-05,0.00010418891906738281,2.7894973754882812e-05,0.004273891448974609
33.06,33.06,33.06,33.06,33.06,33.06,48.18,48.18,48.18,48.18,48.18,48.18,30.04,30.04,30.04,30.04,30.04,30.04,121.75,121.75,121.75,121.75,121.75,121.75,4.1961669921875e-05,5.1021575927734375e-05,1.9788742065429688e-05,3.5762786865234375e-05,2.6941299438476562e-05,0.0033779144287109375
36.74,36.74,36.74,36.74,36.74,36.74,51.87,51.87,51.87,51.87,51.87,51.87,24.69,24.69,24.69,24.69,24.69,24.69,2375.63,2375.63,2375.63,2375.63,2375.63,372.97,3.0279159545898438e-05,3.600120544433594e-05,2.09808349609375e-05,3.504753112792969e-05,2.7894973754882812e-05,0.002708911895751953
19.49,19.49,19.49,19.49,19.49,19.49,55.48,55.48,55.48,55.48,55.48,55.48,18.0,18.0,18.0,18.0,18.0,18.0,1781.72,1781.72,1781.72,1781.72,1781.72,1781.72,3.0040740966796875e-05,3.409385681152344e-05,2.09808349609375e-05,3.409385681152344e-05,2.8133392333984375e-05,0.0025501251220703125
133.25,133.25,133.25,133.25,133.25,392.44,147.11,147.11,147.11,147.11,172.86,94.25,48.25,48.25,48.25,48.25,107.98,60.97,292.84,292.84,292.84,292.84,292.84,292.84,0.0005009174346923828,0.0006768703460693359,0.0002582073211669922,0.0006732940673828125,0.0002148151397705078,0.04362893104553223
58.92,58.92,58.92,58.92,58.92,58.92,106.55,106.55,106.55,106.55,106.55,106.55,58.92,58.92,58.92,58.92,58.92,58.92,5833.55,5833.55,5833.55,5833.55,5833.55,5833.55,2.002716064453125e-05,1.9788742065429688e-05,7.152557373046875e-06,8.821487426757812e-06,7.867813110351562e-06,0.0004889965057373047
75.63,75.63,75.63,75.63,75.63,75.63,47.72,47.72,47.72,47.72,193.62,58.61,28.46,28.46,28.46,28.46,75.63,56.02,39.99,39.99,39.99,39.99,39.99,39.99,5.817413330078125e-05,7.915496826171875e-05,1.8835067749023438e-05,5.1021575927734375e-05,2.288818359375e-05,0.0025069713592529297
87.76,87.76,87.76,87.76,199.29,87.76,50.45,50.45,50.45,50.45,100.39,50.45,75.63,75.63,75.63,75.63,75.63,37.34,400.66,400.66,400.66,400.66,400.66,400.66,0.00013971328735351562,0.00019621849060058594,3.6716461181640625e-05,0.00010204315185546875,4.9114227294921875e-05,0.004350185394287109
78.01,78.01,78.01,78.01,78.01,78.01,51.5,51.5,51.5,51.5,51.5,46.31,60.38,60.38,60.38,60.38,60.38,47.19,5977.39,5977.39,5977.39,5977.39,5977.39,282.15,8.177757263183594e-05,9.775161743164062e-05,1.9311904907226562e-05,2.5033950805664062e-05,2.4080276489257812e-05,0.0018830299377441406
67.92,67.92,67.92,67.92,67.92,67.92,100.37,100.37,100.37,100.37,100.37,100.37,67.92,67.92,67.92,67.92,67.92,67.92,6724.56,6724.56,6724.56,6724.56,6724.56,77.03,5.698204040527344e-05,7.700920104980469e-05,1.3113021850585938e-05,2.5033950805664062e-05,2.002716064453125e-05,0.0019609928131103516
192.92,192.92,192.92,192.92,192.92,422.61,103.03,103.03,103.03,103.03,63.88,63.88,34.55,34.55,34.55,34.55,31.46,31.46,3420.03,3420.03,3420.03,3420.03,3420.03,100.49,0.00022292137145996094,0.0003261566162109375,5.936622619628906e-05,0.0002830028533935547,4.887580871582031e-05,0.005186796188354492
182.04,182.04,182.04,182.04,337.32,737.72,94.56,94.56,94.56,94.56,94.56,94.56,60.38,60.38,60.38,60.38,60.38,60.38,675.94,675.94,675.94,675.94,675.94,675.94,0.0002338886260986328,0.0003249645233154297,0.00011491775512695312,0.0002562999725341797,8.058547973632812e-05,0.005945920944213867
245.59,245.59,245.59,245.59,245.59,108.6,183.83,183.83,183.83,183.83,183.83,60.9,47.19,47.19,47.19,47.19,135.85,47.19,100.83,100.83,100.83,100.83,100.83,100.83,0.0003552436828613281,0.0004456043243408203,0.00013113021850585938,0.0003647804260253906,0.000152587890625,0.4000277519226074
60.38,60.38,60.38,60.38,60.38,60.38,61.63,61.63,61.63,61.63,61.63,61.63,60.38,60.38,60.38,60.38,60.38,60.38,88.45,88.45,88.45,88.45,88.45,88.45,4.9114227294921875e-05,6.699562072753906e-05,1.4781951904296875e-05,4.792213439941406e-05,2.002716064453125e-05,0.0015788078308105469
211.25,211.25,211.25,211.25,211.25,211.25,184.04,184.04,184.04,184.04,184.04,184.04,67.92,67.92,67.92,67.92,67.92,67.92,6724.56,6724.56,6724.56,6724.56,6724.56,84.61,0.00019097328186035156,0.00024080276489257812,9.298324584960938e-05,0.0002231597900390625,1.9788742065429688e-05,0.003039121627807617
109.81,109.81,109.81,109.81,79.31,56.45,33.8,33.8,33.8,33.8,115.35,33.8,33.57,33.57,33.57,33.57,33.57,30.55,46.32,46.32,46.32,46.32,46.32,46.32,0.0005035400390625,0.0006728172302246094,0.00017833709716796875,0.0005371570587158203,0.0001811981201171875,0.21985912322998047
22.38,22.38,22.38,22.38,22.38,22.38,27.28,27.28,27.28,27.28,27.28,27.28,22.38,22.38,22.38,22.38,22.38,22.38,228.63,228.63,228.63,228.63,228.63,228.63,3.0040740966796875e-05,3.0994415283203125e-05,1.9073486328125e-05,3.0040740966796875e-05,2.47955322265625e-05,0.0026540756225585938
42.29,42.29,42.29,42.29,42.29,42.29,46.15,46.15,46.15,46.15,46.15,46.15,33.57,33.57,33.57,33.57,33.57,33.57,67.62,67.62,67.62,67.62,67.62,67.62,5.0067901611328125e-05,5.3882598876953125e-05,1.7881393432617188e-05,3.1948089599609375e-05,2.47955322265625e-05,0.003609895706176758
62.78,62.78,62.78,62.78,111.38,51.79,44.21,44.21,44.21,44.21,46.55,44.21,29.84,29.84,29.84,29.84,29.84,22.01,75.44,75.44,75.44,75.44,75.44,75.44,9.322166442871094e-05,0.00011849403381347656,4.601478576660156e-05,7.581710815429688e-05,0.00013899803161621094,0.009303092956542969
220.06,220.06,220.06,220.06,156.66,165.02,68.72,68.72,68.72,68.72,46.39,46.39,26.92,26.92,26.92,26.92,67.15,33.73,69.1,69.1,69.1,69.1,69.1,69.1,0.00042247772216796875,0.0005853176116943359,0.00021147727966308594,0.0005166530609130859,0.00020003318786621094,0.009284734725952148
112.64,112.64,112.64,112.64,169.39,364.83,58.04,58.04,58.04,58.04,82.6,32.7,29.62,29.62,29.62,29.62,34.24,22.01,190.63,190.63,190.63,190.63,190.63,190.63,0.00034928321838378906,0.00046563148498535156,0.00011730194091796875,0.0003170967102050781,0.00023293495178222656,0.012833118438720703
73.42,73.42,73.42,73.42,73.42,40.87,132.98,132.98,132.98,132.98,132.98,132.98,13.14,13.14,13.14,13.14,66.96,66.96,1082.9,1082.9,1082.9,1082.9,1082.9,189.01,0.00018310546875,0.0002567768096923828,5.1975250244140625e-05,0.00012302398681640625,4.315376281738281e-05,0.008015155792236328
101.41,101.41,101.41,101.41,101.41,256.98,65.81,65.81,65.81,65.81,66.72,52.09,48.1,48.1,48.1,48.1,48.1,55.29,44.11,44.11,44.11,44.11,44.11,44.11,0.0003838539123535156,0.0005557537078857422,0.00011229515075683594,0.00033974647521972656,0.00011205673217773438,0.012124300003051758
66.96,66.96,66.96,66.96,66.96,66.96,73.29,73.29,73.29,73.29,73.29,73.29,29.21,29.21,29.21,29.21,66.96,66.96,283.61,283.61,283.61,283.61,283.61,283.61,0.00015306472778320312,0.00020360946655273438,2.5987625122070312e-05,8.797645568847656e-05,3.719329833984375e-05,0.006880044937133789
94.57,94.57,94.57,94.57,94.57,153.7,78.59,78.59,78.59,78.59,44.09,78.59,36.07,36.07,36.07,36.07,36.07,62.2,186.98,186.98,186.98,186.98,186.98,186.98,0.00015091896057128906,0.000186920166015625,7.367134094238281e-05,0.0001709461212158203,0.00010800361633300781,0.011532068252563477
133.51,133.51,133.51,133.51,84.86,132.59,81.31,81.31,81.31,81.31,81.31,24.26,66.96,66.96,66.96,66.96,66.96,16.41,157.78,157.78,157.78,157.78,157.78,361.87,0.0008120536804199219,0.0010609626770019531,0.0004401206970214844,0.0009264945983886719,0.0001850128173828125,0.0164642333984375
109.7,109.7,109.7,109.7,109.7,29.21,83.15,83.15,83.15,83.15,83.15,83.15,75.33,75.33,75.33,75.33,75.33,75.33,333.64,333.64,333.64,333.64,333.64,333.64,0.0004398822784423828,0.0006189346313476562,0.0001289844512939453,0.0004496574401855469,3.504753112792969e-05,0.010903120040893555
66.09,66.09,66.09,66.09,66.09,63.37,33.67,33.67,33.67,33.67,179.89,33.67,29.21,29.21,29.21,29.21,150.66,29.21,112.59,112.59,112.59,112.59,112.59,94.12,0.00029397010803222656,0.0003757476806640625,6.699562072753906e-05,0.0001456737518310547,0.00012087821960449219,0.07544898986816406
116.52,116.52,116.52,116.52,265.04,95.01,21.93,21.93,21.93,21.93,111.31,21.93,66.96,66.96,66.96,66.96,66.96,18.28,151.29,151.29,151.29,151.29,151.29,151.29,0.0011382102966308594,0.001550436019897461,0.0003216266632080078,0.0010747909545898438,0.00018215179443359375,0.031859636306762695
50.22,50.22,50.22,50.22,50.22,50.22,59.05,59.05,59.05,59.05,59.05,59.05,50.22,50.22,50.22,50.22,50.22,50.22,79.27,79.27,79.27,79.27,79.27,79.27,0.00021886825561523438,0.0003159046173095703,2.7179718017578125e-05,0.00010895729064941406,3.504753112792969e-05,0.006679058074951172
140.56,140.56,140.56,140.56,212.28,355.18,24.0,24.0,24.0,24.0,147.55,24.0,66.96,66.96,66.96,66.96,66.96,18.32,64.16,64.16,64.16,64.16,64.16,64.16,0.0011763572692871094,0.0015273094177246094,0.00033926963806152344,0.0008828639984130859,0.00020813941955566406,0.019957304000854492
